כןפ הילד הפנימי נחשבת טכניקה א שזה ו יש יש חצי זמן כן יש
0:1414 שניותאורגנים הרמה יש לנו כאילו הפרדה בין טכניקות
0:2323 שניותלכלים כן וש גם לא
0:3636 שניותא צי העו זמן
0:4040 שניות[מוזיקה]
1:231 דקה, 23 שניות‏k
2:27:39שעתיים, 27 דקות, 39 שניותאיזה מעולה חובה את האירוע מסימת אותו פגז
2:27:51שעתיים, 27 דקות, 51 שניותעש אני מרגישה באמת זה מעולה אוקיי מסך לבן עכשיו תתחילי לצעוק את זה
2:28:00שעתיים, 28 דקותאם את רוצה יותר חזק יותר כמה שיותר תרגישי את זה מסך לבן מתחיל האירוע נמצאת
2:28:06שעתיים, 28 דקות, 6 שניותשם שלש 2י א איזה אוקיי חוה את זה מרגישה את זה שימי לב איך זה מרגיש שימי
2:28:13שעתיים, 28 דקות, 13 שניותלבמה בדיוק את מה שקורה עכשיו בגוף אוקיי עכשיו תשימי לב לקטע מעניין
2:28:20שעתיים, 28 דקות, 20 שניותבעוד רגע אני פשוט אבקש ממך בדמיון להריץ את האירועים האלה ובכל פעם שאני אקוש באצבע את רימי את ריצי את האירוע הזה ובכל
2:28:28שעתיים, 28 דקות, 28 שניותפעם שאת תגידי לעצמך את זה את תשמעי את עצמך אומרת את זה בקול של בוסו אוקיי ת תשמעי איזה תובת אוקיי זה הדבר הראשון שיקפוץ ברגע ש הגיע החלק הזה אוקיי בעוד
2:28:37שעתיים, 28 דקות, 37 שניותרגע אקוש באצבע זה ישמע ככה ברגע שאני אקוש באצבע מה שיקרה האירוע יעבור כשאת תחווי אותו עם הקול של בוסו ואת ממש
2:28:44שעתיים, 28 דקות, 44 שניותתרגישי את זה וזה יצחיק אותך אוקיי ממש בש 2 א כב את האירוע גישי אותו
2:28:51שעתיים, 28 דקות, 51 שניותיס בדיוק את זה פגז אוקיי וש 2 1 בדיוק תרגישי את זה ממש תראי את עצמך אומרת את
2:29:00שעתיים, 29 דקותזה מעולה בדיוק 3 2 1 בדיוק תתחילי להטמיע את זה לאט לאט עכשיו זה מתחיל לחלחל עמוק
2:29:08שעתיים, 29 דקות, 8 שניותעמוק עמוק לתת המודה בדיוק אוקיי את יכולה לראות את זה ובעוד רגע קורה שוב פעם בדיוק ואת חובה את זה
2:29:21שעתיים, 29 דקות, 21 שניותאני באמת עצמי קד אומרת את זה ככה כאילו ממש כ כן זה אפילו טוב יותר זה אפילו טוב
2:29:27שעתיים, 29 דקות, 27 שניותיותר בדיוק ובעוד 3 2 1 בדיוק ואת רואה את זה
2:29:35שעתיים, 29 דקות, 35 שניותקורה בדיוק את זה יש עכשיו תשימי לב מה הקטע המטורף כמה כוח יש לתת המודה שלך שגם
2:29:42שעתיים, 29 דקות, 42 שניותעכשיו אני אבקש מך לדמיין את האירוע כמו שהיה לפני את לא תצליחי זאת אומרת כל פעם שיצא לך המשפט הזה את אוטומטית תלכי לקול
2:29:49שעתיים, 29 דקות, 49 שניותשל בוסו גם אם תנסי להגיד אותו לא עם הקול של בובספוג אוטומטית הקול של בובספוג הגיע תראי שבכל פעם שייקרה איזשהו אירוע כזה
2:29:57שעתיים, 29 דקות, 57 שניותאוטומטית הקול של בסורג גיע ואת לא תצליחי להגיד את זה בלעדיו בדיוק את זה זאת אומרת בכל פעם יכי זאת אומרת ת
2:30:07שעתיים, 30 דקות, 7 שניותהמודע לא יכול לקבל את זה עכשיו הוא פשוט כל פעם יתן את הקול של בובספוג כל פעם שהמשפט הזה יגיע אוטומטית הקול של בובספוג יעלה גם אם תנסי לא מנסה לאתגר אותך אבל
2:30:16שעתיים, 30 דקות, 16 שניותתראי ש תראי שאוטומטית הקל הזה מגיע שעולה צליל שלי כ
2:30:24שעתיים, 30 דקות, 24 שניותמת יס בדיוק זה ות ממש תרגישי ובכל פעם פשוט תני לזה פשוט תרגיש שחת את המוודה שלך פשוט מטמיע בדיוק שם את זה עמוק יותר
2:30:32שעתיים, 30 דקות, 32 שניותועמוק יותר ועמוק יותר בדיוק ככה שבכל פעם כן כן כן את יכולה מש לראות את זה לשמוע את זה להרגיש את זה כל פעם שזה יקרה זה
2:30:40שעתיים, 30 דקות, 40 שניותפשוט יקרה זה מה שהולך להיות זה הכל החדש שהולך להיות שם גם ככה יש לי קל של הורסו
2:30:51שעתיים, 30 דקות, 51 שניותיס מעולה כי עכשיו את יכולה להריץ אירוע כזה בדיוק מאפס לאחור תשימי לב איך זה גורם לך
2:31:02שעתיים, 31 דקות, שתי שניותלהרגיש יס בדיוק את זה מעולה עוד רגע אני אספו אח שלוש אני אגיע לספרה שלוש תפתחי עיניים את תרגישי
2:31:10שעתיים, 31 דקות, 10 שניותטוב את תרגישי נפלא את תרגישי ככה באמת אווירה קלילה תרגיש שעברת כאן משהו רציני ב1 2 3 את יכולה בזמנך לפתוח עיני להרגיש
2:31:20שעתיים, 31 דקות, 20 שניותטוב איפה אפשר להת שפס פה תקשיבו זה פסיכי זה פסיכי יס תודה על
2:31:28שעתיים, 31 דקות, 28 שניותזה תודה לך נו
2:31:31שעתיים, 31 דקות, 31 שניות[מחיאות כפיים]
2:31:33שעתיים, 31 דקות, 33 שניותליד אוקיי טכניקה מהממת כיפית מצחיקה אתם ראיתם איך לאט לאט פשוט הדיסק הזה מתחיל
2:31:42שעתיים, 31 דקות, 42 שניותלהישרט הדיסק הזה נשרט נשרט נשרט נשרט נשרט וככל שעושים את זה יותר זה מוטמע אפילו בצורה חזקה יותר וחזקה יותר וחזקה
2:31:51שעתיים, 31 דקות, 51 שניותיותר ואחר כך גם אם אני מנסה להגיד לעצמי משהו אוטומטית עולה לי החיוך אוטומטית כבר אני נכנס למצב הרגשי הזה אוקיי זה פשוט
2:31:59שעתיים, 31 דקות, 59 שניותלקחת את הת המודע ופשוט לשרוט אותו שם בצורה מקסימה ונפלאה אוקיי הטכניקה הזאת היא מעולה אני מתלבט איתכם אני רוצה
2:32:07שעתיים, 32 דקות, 7 שניותשתתרגלו אותה כי זא טכניקה מעולה ואנחנו גם בדיוק עכשיו זה גם מחר יש לנו גם את המבחן מקסימום לפני המבחן לתרגל את שער
2:32:14שעתיים, 32 דקות, 14 שניותהטכניקות רגע א אה ביום רביעי כן ברביעי ברביעי כן שין לי מידה עשינו משהו אחר
2:32:21שעתיים, 32 דקות, 21 שניותכאילו רשמנו א הוא לימד אתכם מודלינג הוא לימד אתכם איך למדל בן אדם אם אני זוכר נכון א זאת אומרת איך זה השאלות שאני שואל
2:32:29שעתיים, 32 דקות, 29 שניותבדיוק זה גם זה למדל אסטרטגיה מבן אדם וזה לשבש אסטרטגיה א אני רוצה שתתרגלו את
2:32:37שעתיים, 32 דקות, 37 שניותהטכניקה הזאת כי הי אדירה והיא עוצמתית והיא חזקה חבר'ה רק סוויש אסטרטגיה וקנס אני אומר לכם בקנות שלושת הטכניקות האלה
2:32:45שעתיים, 32 דקות, 45 שניותהם הם במילים אחרות לא למה תחשב כל פעם זה מה
2:32:52שעתיים, 32 דקות, 52 שניותהבעייה שלנו בוא נטפל בזה בספ סקפ זה טכניקה אחרת אל זהלא מציאת בעיה כ בכל
2:33:00שעתיים, 33 דקותטכניקה אנחנו מוצאים בעיה שינוי שלה כזה ואז טוב זה כל טכניקה אנחנו עושים את
2:33:08שעתיים, 33 דקות, 8 שניותזה זה שא זוכ ממנו לאו בכל טכניקה יש מצב בעיה כל טכניקה נרצה להבין מצב בעיה מצב
2:33:15שעתיים, 33 דקות, 15 שניותרצוי ואז הטכניקה עושה כדי לגשר על הפער בסדר מה שאני רוצה שנעשה עכשיו אוקיי אנחנו נספיק הנראה היום רק את הטכניקה
2:33:23שעתיים, 33 דקות, 23 שניותהזאת אבל אנחנו נעשה השלמה למחול להתנהגות ולדיני ולדעתי אין עוד טכניקה שהתפספסה לנו אה ומסע בין יועצים אוקיי
2:33:33שעתיים, 33 דקות, 33 שניותא נעשה לזה השלמה גם ביום של המבחן זה שש שעות אבל בפועל המבחן הוא אולי שעה שעתיים
2:33:40שעתיים, 33 דקות, 40 שניותאז אנחנו גם נתרגל לפני המבחן נתחיל את המבחן א זהו מחולה להתנהגות מתחיל א נתחיל
2:33:48שעתיים, 33 דקות, 48 שניותאותו בשעה יחסית יותר כאילו היום מתחיל כן בת תהיו כאן בזמנים כדי שנתחיל בזמן יהיה לנו את המבחן זת אומרת יהיה לנו את
2:33:56שעתיים, 33 דקות, 56 שניותהתרגולים לפני ואז נתחיל את המבחן בסדר אני מאמין שנתחיל את המבחן באזור השעה 12
2:34:03שעתיים, 34 דקות, 3 שניותאוקיי אזור 11 122 עד 1112 אני ארצה לתפור את שאר הטכניקות לוודא שאתם סגורים ואז נתחיל את המבחן בסדר א מכולה התנהגות
2:34:13שעתיים, 34 דקות, 13 שניותטכניקה פשוטה מאוד מאוד מאוד טכניקה אדירה אמית יעביר אותה הוא גם למד אותה אצל פז נכון
2:34:20שעתיים, 34 דקות, 20 שניותנכון ויהיה לנו מסע בין יועצים ודיסני שזה שתי טכניקות מאוד מאוד דומות אוקיי המבחן
2:34:27שעתיים, 34 דקות, 27 שניותהוא כמו מה שהיה בפש על אותו הקונספט בסדר אני רוצה חבר'ה עכשיו תראו אנחנו
2:34:35שעתיים, 34 דקות, 35 שניותיוצאים בוא נגיד עד 10 לחמישה ל אני רוצה עד ר ל אני רוצה להזמין
2:34:41שעתיים, 34 דקות, 41 שניותאתכם עכשיו ו20 להפסקה אתה מוציא אותם לא לא לא לתרגול טכניקה אוקיי למדנו היום גם
2:34:49שעתיים, 34 דקות, 49 שניותסוויש גם דיקנס גם שיבוש אסטרטגי היה עוד משהו שלמדנו והתפוז לי שזה שלושת הטכניקות
2:34:56שעתיים, 34 דקות, 56 שניותהאלה דקנס דיקנס כל הטכניקות האלה אני אומר לכם בכנות אלה תותחים כבדים של השיטה
2:35:03שעתיים, 35 דקות, 3 שניותמי שיודע אותם בצורה טובה אני אומר לכם בכנות הולך באמת לשבש לאנשים את המוח
2:35:09שעתיים, 35 דקות, 9 שניותבצורה נפלאה בקליניקה לבש בכ אם סיימתם אסטרטגיה שני הצדדים תעשו עז עוד פעם
2:35:16שעתיים, 35 דקות, 16 שניותסוויש אוקיי אם סיימתם איכשהו את כולם זמן הזה תעשו דיקנס תתרגלו את זה אני רוצה אחר
2:35:23שעתיים, 35 דקות, 23 שניותכך ביום רביעי נעבוד על מחולל התנהגות ועל טכניקות אחרות לא היום לא נעבור על זה היום כבר אני רוצה אני גם שלוש טכניקות
2:35:32שעתיים, 35 דקות, 32 שניותביום זה המון אני לא רוצה ללמד לשמה ללמד את הטכניקה כדי לסמן v ולהגיד סיימנו טכניקה יאללה נעבור בא לי באמת שנתרגל
